2KRank,PLAYER_NAME,Rating,season,PLAYER_ID
88,Shannon Brown,77,2012,200769
145,Shannon Brown,74,2013,200769
235,Jordan Farmar,69,2013,200770
254,Jordan Farmar,72,2014,200770
254,Jordan Farmar,72,2015,200770
203,Sergio Rodriguez,74,2016,200771
373,Joel Freeland,63,2013,200777
363,Joel Freeland,68,2014,200777
363,Joel Freeland,68,2015,200777
372,Steve Novak,53,2012,200779
461,Steve Novak,53,2013,200779
254,Steve Novak,72,2014,200779
254,Steve Novak,72,2015,200779
287,Steve Novak,72,2016,200779
464,Solomon Jones,52,2013,200780
327,P.J. Tucker,65,2013,200782
137,P.J. Tucker,76,2014,200782
137,P.J. Tucker,76,2015,200782
171,P.J. Tucker,75,2016,200782
143,P.J. Tucker,76,2017,200782
167,P.J. Tucker,76,2018,200782
91,P.J. Tucker,79,2019,200782
177,P.J. Tucker,76,2020,200782
336,Daniel Gibson,60,2012,200789
33,Paul Millsap,83,2012,200794
37,Paul Millsap,83,2013,200794
27,Paul Millsap,85,2014,200794
27,Paul Millsap,85,2015,200794
24,Paul Millsap,86,2016,200794
25,Paul Millsap,87,2017,200794
51,Paul Millsap,82,2018,200794
64,Paul Millsap,82,2019,200794
97,Paul Millsap,79,2020,200794
366,Ryan Hollins,54,2012,200797
459,Ryan Hollins,55,2013,200797
395,Ryan Hollins,67,2014,200797
395,Ryan Hollins,67,2015,200797
288,Lou Amundson,67,2013,200811
395,Lou Amundson,67,2014,200811
395,Lou Amundson,67,2015,200811
233,J.J. Barea,68,2012,200826
235,J.J. Barea,69,2013,200826
193,J.J. Barea,74,2014,200826
193,J.J. Barea,74,2015,200826
131,J.J. Barea,76,2016,200826
143,J.J. Barea,76,2017,200826
167,J.J. Barea,76,2018,200826
165,J.J. Barea,76,2019,200826
224,J.J. Barea,75,2020,200826
215,Greg Oden,70,2013,201141
3,Kevin Durant,94,2012,201142
2,Kevin Durant,95,2013,201142
2,Kevin Durant,95,2014,201142
2,Kevin Durant,95,2015,201142
3,Kevin Durant,93,2016,201142
2,Kevin Durant,96,2017,201142
2,Kevin Durant,97,2018,201142
3,Kevin Durant,96,2019,201142
5,Kevin Durant,95,2020,201142
40,Al Horford,82,2012,201143
29,Al Horford,84,2013,201143
38,Al Horford,83,2014,201143
38,Al Horford,83,2015,201143
28,Al Horford,85,2016,201143
46,Al Horford,83,2017,201143
34,Al Horford,86,2018,201143
40,Al Horford,85,2019,201143
83,Al Horford,80,2020,201143
54,Mike Conley,80,2012,201144
37,Mike Conley,83,2013,201144
38,Mike Conley,83,2014,201144
38,Mike Conley,83,2015,201144
28,Mike Conley,85,2016,201144
25,Mike Conley,87,2017,201144
48,Mike Conley,83,2018,201144
21,Mike Conley,87,2019,201144
97,Mike Conley,79,2020,201144
79,Jeff Green,78,2012,201145
73,Jeff Green,79,2013,201145
83,Jeff Green,78,2014,201145
83,Jeff Green,78,2015,201145
131,Jeff Green,76,2016,201145
256,Jeff Green,73,2017,201145
167,Jeff Green,76,2018,201145
165,Jeff Green,76,2019,201145
177,Jeff Green,76,2020,201145
203,Yi Jianlian,74,2016,201146
233,Corey Brewer,68,2012,201147
161,Corey Brewer,73,2013,201147
165,Corey Brewer,75,2014,201147
165,Corey Brewer,75,2015,201147
250,Corey Brewer,73,2016,201147
377,Corey Brewer,70,2017,201147
300,Corey Brewer,73,2018,201147
310,Corey Brewer,73,2020,201147
265,Brandan Wright,68,2013,201148
165,Brandan Wright,75,2014,201148
165,Brandan Wright,75,2015,201148
131,Brandan Wright,76,2016,201148
256,Brandan Wright,73,2017,201148
33,Joakim Noah,83,2012,201149
37,Joakim Noah,83,2013,201149
18,Joakim Noah,87,2014,201149
18,Joakim Noah,87,2015,201149
105,Joakim Noah,77,2016,201149
206,Joakim Noah,74,2017,201149
300,Joakim Noah,73,2018,201149
239,Joakim Noah,74,2019,201149
358,Joakim Noah,72,2020,201149
198,Spencer Hawes,70,2012,201150
196,Spencer Hawes,71,2013,201150
137,Spencer Hawes,76,2014,201150
137,Spencer Hawes,76,2015,201150
287,Spencer Hawes,72,2016,201150
114,Thaddeus Young,75,2012,201152
145,Thaddeus Young,74,2013,201152
83,Thaddeus Young,78,2014,201152
83,Thaddeus Young,78,2015,201152
65,Thaddeus Young,79,2016,201152
116,Thaddeus Young,77,2017,201152
108,Thaddeus Young,78,2018,201152
91,Thaddeus Young,79,2019,201152
177,Thaddeus Young,76,2020,201152
54,Rodney Stuckey,80,2012,201155
88,Rodney Stuckey,78,2013,201155
165,Rodney Stuckey,75,2014,201155
165,Rodney Stuckey,75,2015,201155
203,Rodney Stuckey,74,2016,201155
168,Nick Young,72,2012,201156
196,Nick Young,71,2013,201156
83,Nick Young,78,2014,201156
83,Nick Young,78,2015,201156
344,Nick Young,70,2016,201156
206,Nick Young,74,2017,201156
261,Nick Young,74,2018,201156
269,Marco Belinelli,66,2012,201158
327,Marco Belinelli,65,2013,201158
165,Marco Belinelli,75,2014,201158
165,Marco Belinelli,75,2015,201158
287,Marco Belinelli,72,2016,201158
206,Marco Belinelli,74,2017,201158
167,Marco Belinelli,76,2018,201158
204,Marco Belinelli,75,2019,201158
422,Marco Belinelli,71,2020,201158
328,Jason Smith,61,2012,201160
419,Jason Smith,60,2013,201160
254,Jason Smith,72,2014,201160
254,Jason Smith,72,2015,201160
250,Jason Smith,73,2016,201160
256,Jason Smith,73,2017,201160
421,Jason Smith,69,2018,201160
316,Daequan Cook,62,2012,201161
114,Jared Dudley,75,2012,201162
173,Jared Dudley,72,2013,201162
193,Jared Dudley,74,2014,201162
193,Jared Dudley,74,2015,201162
131,Jared Dudley,76,2016,201162
206,Jared Dudley,74,2017,201162
332,Jared Dudley,72,2018,201162
317,Jared Dudley,72,2019,201162
358,Jared Dudley,72,2020,201162
54,Wilson Chandler,80,2012,201163
65,Wilson Chandler,80,2013,201163
83,Wilson Chandler,78,2014,201163
83,Wilson Chandler,78,2015,201163
131,Wilson Chandler,76,2016,201163
92,Wilson Chandler,78,2017,201163
129,Wilson Chandler,77,2018,201163
204,Wilson Chandler,75,2019,201163
469,Wilson Chandler,70,2020,201163
88,Aaron Brooks,77,2012,201166
106,Aaron Brooks,76,2013,201166
235,Aaron Brooks,73,2014,201166
235,Aaron Brooks,73,2015,201166
250,Aaron Brooks,73,2016,201166
256,Aaron Brooks,73,2017,201166
65,Arron Afflalo,79,2012,201167
106,Arron Afflalo,76,2013,201167
83,Arron Afflalo,78,2014,201167
83,Arron Afflalo,78,2015,201167
131,Arron Afflalo,76,2016,201167
256,Arron Afflalo,73,2017,201167
282,Tiago Splitter,65,2012,201168
235,Tiago Splitter,69,2013,201168
112,Tiago Splitter,77,2014,201168
112,Tiago Splitter,77,2015,201168
171,Tiago Splitter,75,2016,201168
114,Carl Landry,75,2012,201171
106,Carl Landry,76,2013,201171
165,Carl Landry,75,2014,201171
165,Carl Landry,75,2015,201171
124,Glen Davis,75,2013,201175
193,Glen Davis,74,2014,201175
193,Glen Davis,74,2015,201175
299,Josh McRoberts,64,2012,201177
346,Josh McRoberts,64,2013,201177
193,Josh McRoberts,74,2014,201177
193,Josh McRoberts,74,2015,201177
321,Josh McRoberts,71,2016,201177
408,Josh McRoberts,69,2017,201177
309,Dominic McGuire,66,2013,201187
33,Marc Gasol,83,2012,201188
25,Marc Gasol,85,2013,201188
27,Marc Gasol,85,2014,201188
27,Marc Gasol,85,2015,201188
28,Marc Gasol,85,2016,201188
17,Marc Gasol,89,2017,201188
39,Marc Gasol,85,2018,201188
64,Marc Gasol,82,2019,201188
143,Marc Gasol,77,2020,201188
353,Aaron Gray,58,2012,201189
452,Aaron Gray,56,2013,201189
395,Aaron Gray,67,2014,201189
395,Aaron Gray,67,2015,201189
104,Ramon Sessions,76,2012,201196
145,Ramon Sessions,74,2013,201196
193,Ramon Sessions,74,2014,201196
193,Ramon Sessions,74,2015,201196
203,Ramon Sessions,74,2016,201196
256,Ramon Sessions,73,2017,201196
353,Joel Anthony,58,2012,201202
433,Joel Anthony,59,2013,201202
426,Joel Anthony,66,2014,201202
426,Joel Anthony,66,2015,201202
217,C.J. Watson,69,2012,201228
265,C.J. Watson,68,2013,201228
165,C.J. Watson,75,2014,201228
165,C.J. Watson,75,2015,201228
287,C.J. Watson,72,2016,201228
314,C.J. Watson,72,2017,201228
419,Anthony Tolliver,60,2013,201229
235,Anthony Tolliver,73,2014,201229
235,Anthony Tolliver,73,2015,201229
344,Anthony Tolliver,70,2016,201229
314,Anthony Tolliver,72,2017,201229
261,Anthony Tolliver,74,2018,201229
317,Anthony Tolliver,72,2019,201229
422,Anthony Tolliver,71,2020,201229
233,Ivan Johnson,68,2012,201274
65,Michael Beasley,79,2012,201563
106,Michael Beasley,76,2013,201563
254,Michael Beasley,72,2014,201563
254,Michael Beasley,72,2015,201563
171,Michael Beasley,75,2016,201563
172,Michael Beasley,75,2017,201563
167,Michael Beasley,76,2018,201563
165,Michael Beasley,76,2019,201563
88,O.J. Mayo,77,2012,201564
47,O.J. Mayo,82,2013,201564
112,O.J. Mayo,77,2014,201564
112,O.J. Mayo,77,2015,201564
8,Derrick Rose,92,2012,201565
6,Derrick Rose,92,2013,201565
10,Derrick Rose,88,2014,201565
10,Derrick Rose,88,2015,201565
57,Derrick Rose,80,2016,201565
92,Derrick Rose,78,2017,201565
221,Derrick Rose,75,2018,201565
81,Derrick Rose,80,2019,201565
72,Derrick Rose,81,2020,201565
5,Russell Westbrook,93,2012,201566
8,Russell Westbrook,90,2013,201566
10,Russell Westbrook,88,2014,201566
10,Russell Westbrook,88,2015,201566
3,Russell Westbrook,93,2016,201566
5,Russell Westbrook,94,2017,201566
8,Russell Westbrook,93,2018,201566
12,Russell Westbrook,90,2019,201566
17,Russell Westbrook,88,2020,201566
12,Kevin Love,89,2012,201567
12,Kevin Love,88,2013,201567
5,Kevin Love,89,2014,201567
5,Kevin Love,89,2015,201567
43,Kevin Love,82,2016,201567
25,Kevin Love,87,2017,201567
34,Kevin Love,86,2018,201567
55,Kevin Love,83,2019,201567
64,Kevin Love,82,2020,201567
179,Danilo Gallinari,71,2012,201568
96,Danilo Gallinari,77,2013,201568
112,Danilo Gallinari,77,2014,201568
112,Danilo Gallinari,77,2015,201568
57,Danilo Gallinari,80,2016,201568
51,Danilo Gallinari,81,2017,201568
129,Danilo Gallinari,77,2018,201568
55,Danilo Gallinari,83,2019,201568
53,Danilo Gallinari,83,2020,201568
25,Eric Gordon,85,2012,201569
29,Eric Gordon,84,2013,201569
73,Eric Gordon,79,2014,201569
73,Eric Gordon,79,2015,201569
105,Eric Gordon,77,2016,201569
61,Eric Gordon,80,2017,201569
59,Eric Gordon,81,2018,201569
113,Eric Gordon,78,2019,201569
119,Eric Gordon,78,2020,201569
139,D.J. Augustin,74,2012,201571
173,D.J. Augustin,72,2013,201571
137,D.J. Augustin,76,2014,201571
137,D.J. Augustin,76,2015,201571
250,D.J. Augustin,73,2016,201571
256,D.J. Augustin,73,2017,201571
167,D.J. Augustin,76,2018,201571
165,D.J. Augustin,76,2019,201571
177,D.J. Augustin,76,2020,201571
54,Brook Lopez,80,2012,201572
56,Brook Lopez,81,2013,201572
38,Brook Lopez,83,2014,201572
38,Brook Lopez,83,2015,201572
48,Brook Lopez,81,2016,201572
42,Brook Lopez,84,2017,201572
75,Brook Lopez,79,2018,201572
91,Brook Lopez,79,2019,201572
64,Brook Lopez,82,2020,201572
198,Jerryd Bayless,70,2012,201573
215,Jerryd Bayless,70,2013,201573
193,Jerryd Bayless,74,2014,201573
193,Jerryd Bayless,74,2015,201573
203,Jerryd Bayless,74,2016,201573
256,Jerryd Bayless,73,2017,201573
421,Jerryd Bayless,69,2018,201573
198,Jason Thompson,70,2012,201574
265,Jason Thompson,68,2013,201574
165,Jason Thompson,75,2014,201574
165,Jason Thompson,75,2015,201574
179,Brandon Rush,71,2012,201575
196,Brandon Rush,71,2013,201575
328,Brandon Rush,69,2014,201575
328,Brandon Rush,69,2015,201575
287,Brandon Rush,72,2016,201575
377,Brandon Rush,70,2017,201575
179,Anthony Randolph,71,2012,201576
196,Anthony Randolph,71,2013,201576
299,Robin Lopez,64,2012,201577
235,Robin Lopez,69,2013,201577
112,Robin Lopez,77,2014,201577
112,Robin Lopez,77,2015,201577
105,Robin Lopez,77,2016,201577
143,Robin Lopez,76,2017,201577
129,Robin Lopez,77,2018,201577
204,Robin Lopez,75,2019,201577
310,Robin Lopez,73,2020,201577
198,Marreese Speights,70,2012,201578
235,Marreese Speights,69,2013,201578
254,Marreese Speights,72,2014,201578
254,Marreese Speights,72,2015,201578
171,Marreese Speights,75,2016,201578
206,Marreese Speights,74,2017,201578
65,Roy Hibbert,79,2012,201579
73,Roy Hibbert,79,2013,201579
60,Roy Hibbert,80,2014,201579
60,Roy Hibbert,80,2015,201579
203,Roy Hibbert,74,2016,201579
139,JaVale McGee,74,2012,201580
124,JaVale McGee,75,2013,201580
193,JaVale McGee,74,2014,201580
193,JaVale McGee,74,2015,201580
287,JaVale McGee,72,2016,201580
143,JaVale McGee,76,2017,201580
129,JaVale McGee,77,2018,201580
91,JaVale McGee,79,2019,201580
119,JaVale McGee,78,2020,201580
139,JJ Hickson,74,2012,201581
96,JJ Hickson,77,2013,201581
112,JJ Hickson,77,2014,201581
112,JJ Hickson,77,2015,201581
363,Alexis Ajinca,68,2014,201582
363,Alexis Ajinca,68,2015,201582
250,Alexis Ajinca,73,2016,201582
314,Alexis Ajinca,72,2017,201582
332,Alexis Ajinca,72,2018,201582
217,Ryan Anderson,69,2012,201583
235,Ryan Anderson,69,2013,201583
112,Ryan Anderson,77,2014,201583
112,Ryan Anderson,77,2015,201583
65,Ryan Anderson,79,2016,201583
92,Ryan Anderson,78,2017,201583
221,Ryan Anderson,75,2018,201583
469,Ryan Anderson,70,2020,201583
168,Courtney Lee,72,2012,201584
145,Courtney Lee,74,2013,201584
137,Courtney Lee,76,2014,201584
137,Courtney Lee,76,2015,201584
131,Courtney Lee,76,2016,201584
172,Courtney Lee,75,2017,201584
167,Courtney Lee,76,2018,201584
317,Courtney Lee,72,2019,201584
422,Courtney Lee,71,2020,201584
362,Kosta Koufos,57,2012,201585
346,Kosta Koufos,64,2013,201585
254,Kosta Koufos,72,2014,201585
254,Kosta Koufos,72,2015,201585
203,Kosta Koufos,74,2016,201585
256,Kosta Koufos,73,2017,201585
167,Kosta Koufos,76,2018,201585
54,Serge Ibaka,80,2012,201586
25,Serge Ibaka,85,2013,201586
31,Serge Ibaka,84,2014,201586
31,Serge Ibaka,84,2015,201586
65,Serge Ibaka,79,2016,201586
61,Serge Ibaka,80,2017,201586
75,Serge Ibaka,79,2018,201586
72,Serge Ibaka,81,2019,201586
83,Serge Ibaka,80,2020,201586
65,Nicolas Batum,79,2012,201587
73,Nicolas Batum,79,2013,201587
73,Nicolas Batum,79,2014,201587
73,Nicolas Batum,79,2015,201587
65,Nicolas Batum,79,2016,201587
78,Nicolas Batum,79,2017,201587
129,Nicolas Batum,77,2018,201587
138,Nicolas Batum,77,2019,201587
310,Nicolas Batum,73,2020,201587
139,George Hill,74,2012,201588
124,George Hill,75,2013,201588
83,George Hill,78,2014,201588
83,George Hill,78,2015,201588
131,George Hill,76,2016,201588
48,George Hill,82,2017,201588
167,George Hill,76,2018,201588
204,George Hill,75,2019,201588
143,George Hill,77,2020,201588
198,Darrell Arthur,70,2012,201589
173,Darrell Arthur,72,2013,201589
328,Darrell Arthur,69,2014,201589
328,Darrell Arthur,69,2015,201589
171,Darrell Arthur,75,2016,201589
256,Darrell Arthur,73,2017,201589
393,Darrell Arthur,70,2018,201589
307,Donte Greene,63,2012,201590
373,DJ White,63,2013,201591
104,Nikola Pekovic,76,2012,201593
88,Nikola Pekovic,78,2013,201593
53,Nikola Pekovic,81,2014,201593
53,Nikola Pekovic,81,2015,201593
203,Nikola Pekovic,74,2016,201593
114,Mario Chalmers,75,2012,201596
124,Mario Chalmers,75,2013,201596
165,Mario Chalmers,75,2014,201596
165,Mario Chalmers,75,2015,201596
156,DeAndre Jordan,73,2012,201599
145,DeAndre Jordan,74,2013,201599
53,DeAndre Jordan,81,2014,201599
53,DeAndre Jordan,81,2015,201599
28,DeAndre Jordan,85,2016,201599
25,DeAndre Jordan,87,2017,201599
34,DeAndre Jordan,86,2018,201599
72,DeAndre Jordan,81,2019,201599
83,DeAndre Jordan,80,2020,201599
251,Omer Asik,67,2012,201600
215,Omer Asik,70,2013,201600
137,Omer Asik,76,2014,201600
137,Omer Asik,76,2015,201600
171,Omer Asik,75,2016,201600
357,Omer Asik,71,2017,201600
455,Omer Asik,68,2018,201600
233,Luc Mbah a Moute,68,2012,201601
196,Luc Mbah a Moute,71,2013,201601
193,Luc Mbah a Moute,74,2014,201601
193,Luc Mbah a Moute,74,2015,201601
250,Luc Mbah a Moute,73,2016,201601
143,Luc Mbah a Moute,76,2017,201601
221,Luc Mbah a Moute,75,2018,201601
358,Luc Mbah a Moute,72,2020,201601
235,Chris Douglas-Roberts,69,2013,201604
88,Goran Dragic,77,2012,201609
88,Goran Dragic,78,2013,201609
31,Goran Dragic,84,2014,201609
31,Goran Dragic,84,2015,201609
87,Goran Dragic,78,2016,201609
38,Goran Dragic,85,2017,201609
43,Goran Dragic,84,2018,201609
91,Goran Dragic,79,2019,201609
97,Goran Dragic,79,2020,201609
464,Darnell Jackson,52,2013,201616
269,Anthony Morrow,66,2012,201627
309,Anthony Morrow,66,2013,201627
235,Anthony Morrow,73,2014,201627
235,Anthony Morrow,73,2015,201627
250,Anthony Morrow,73,2016,201627
380,Hamed Haddadi,49,2012,201632
433,Hamed Haddadi,59,2013,201632
251,Gary Forbes,67,2012,201814
251,Cartier Martin,67,2012,201858
327,Cartier Martin,65,2013,201858
310,Cartier Martin,70,2014,201858
310,Cartier Martin,70,2015,201858
336,Greg Stiemsma,60,2012,201880
390,Greg Stiemsma,62,2013,201880
20,Blake Griffin,86,2012,201933
19,Blake Griffin,86,2013,201933
18,Blake Griffin,87,2014,201933
18,Blake Griffin,87,2015,201933
20,Blake Griffin,87,2016,201933
25,Blake Griffin,87,2017,201933
34,Blake Griffin,86,2018,201933
16,Blake Griffin,88,2019,201933
53,Blake Griffin,83,2020,201933
366,Hasheem Thabeet,54,2012,201934
448,Hasheem Thabeet,57,2013,201934
437,Hasheem Thabeet,65,2014,201934
437,Hasheem Thabeet,65,2015,201934
49,James Harden,81,2012,201935
12,James Harden,88,2013,201935
10,James Harden,88,2014,201935
10,James Harden,88,2015,201935
7,James Harden,90,2016,201935
3,James Harden,95,2017,201935
3,James Harden,96,2018,201935
3,James Harden,96,2019,201935
3,James Harden,96,2020,201935
49,Tyreke Evans,81,2012,201936
65,Tyreke Evans,80,2013,201936
83,Tyreke Evans,78,2014,201936
83,Tyreke Evans,78,2015,201936
65,Tyreke Evans,79,2016,201936
116,Tyreke Evans,77,2017,201936
68,Tyreke Evans,80,2018,201936
79,Ricky Rubio,78,2012,201937
88,Ricky Rubio,78,2013,201937
73,Ricky Rubio,79,2014,201937
73,Ricky Rubio,79,2015,201937
105,Ricky Rubio,77,2016,201937
78,Ricky Rubio,79,2017,201937
75,Ricky Rubio,79,2018,201937
113,Ricky Rubio,78,2019,201937
97,Ricky Rubio,79,2020,201937
40,Stephen Curry,82,2012,201939
12,Stephen Curry,88,2013,201939
5,Stephen Curry,89,2014,201939
5,Stephen Curry,89,2015,201939
2,Stephen Curry,94,2016,201939
5,Stephen Curry,94,2017,201939
4,Stephen Curry,95,2018,201939
6,Stephen Curry,95,2019,201939
5,Stephen Curry,95,2020,201939
198,Jordan Hill,70,2012,201941
215,Jordan Hill,70,2013,201941
137,Jordan Hill,76,2014,201941
137,Jordan Hill,76,2015,201941
131,Jordan Hill,76,2016,201941
114,DeMar DeRozan,75,2012,201942
96,DeMar DeRozan,77,2013,201942
38,DeMar DeRozan,83,2014,201942
38,DeMar DeRozan,83,2015,201942
20,DeMar DeRozan,87,2016,201942
17,DeMar DeRozan,89,2017,201942
15,DeMar DeRozan,89,2018,201942
21,DeMar DeRozan,87,2019,201942
29,DeMar DeRozan,86,2020,201942
54,Brandon Jennings,80,2012,201943
37,Brandon Jennings,83,2013,201943
60,Brandon Jennings,80,2014,201943
60,Brandon Jennings,80,2015,201943
171,Brandon Jennings,75,2016,201943
314,Brandon Jennings,72,2017,201943
104,Terrence Williams,76,2012,201944
168,Gerald Henderson,72,2012,201945
173,Gerald Henderson,72,2013,201945
83,Gerald Henderson,78,2014,201945
83,Gerald Henderson,78,2015,201945
203,Gerald Henderson,74,2016,201945
179,Tyler Hansbrough,71,2012,201946
173,Tyler Hansbrough,72,2013,201946
235,Tyler Hansbrough,73,2014,201946
235,Tyler Hansbrough,73,2015,201946
215,Earl Clark,70,2013,201947
307,Austin Daye,63,2012,201948
346,Austin Daye,64,2013,201948
395,Austin Daye,67,2014,201948
395,Austin Daye,67,2015,201948
282,James Johnson,65,2012,201949
309,James Johnson,66,2013,201949
310,James Johnson,70,2014,201949
310,James Johnson,70,2015,201949
287,James Johnson,72,2016,201949
78,James Johnson,79,2017,201949
129,James Johnson,77,2018,201949
204,James Johnson,75,2019,201949
177,James Johnson,76,2020,201949
40,Jrue Holiday,82,2012,201950
12,Jrue Holiday,88,2013,201950
44,Jrue Holiday,82,2014,201950
44,Jrue Holiday,82,2015,201950
65,Jrue Holiday,79,2016,201950
61,Jrue Holiday,80,2017,201950
39,Jrue Holiday,85,2018,201950
32,Jrue Holiday,86,2019,201950
53,Jrue Holiday,83,2020,201950
40,Ty Lawson,82,2012,201951
25,Ty Lawson,85,2013,201951
31,Ty Lawson,84,2014,201951
31,Ty Lawson,84,2015,201951
250,Ty Lawson,73,2016,201951
172,Ty Lawson,75,2017,201951
114,Jeff Teague,75,2012,201952
124,Jeff Teague,75,2013,201952
83,Jeff Teague,78,2014,201952
83,Jeff Teague,78,2015,201952
65,Jeff Teague,79,2016,201952
78,Jeff Teague,79,2017,201952
75,Jeff Teague,79,2018,201952
113,Jeff Teague,78,2019,201952
119,Jeff Teague,78,2020,201952
233,Eric Maynor,68,2012,201953
288,Eric Maynor,67,2013,201953
88,Darren Collison,77,2012,201954
106,Darren Collison,76,2013,201954
73,Darren Collison,79,2014,201954
73,Darren Collison,79,2015,201954
105,Darren Collison,77,2016,201954
92,Darren Collison,78,2017,201954
75,Darren Collison,79,2018,201954
299,Omri Casspi,64,2012,201956
390,Omri Casspi,62,2013,201956
254,Omri Casspi,72,2014,201956
254,Omri Casspi,72,2015,201956
250,Omri Casspi,73,2016,201956
314,Omri Casspi,72,2017,201956
221,Omri Casspi,75,2018,201956
316,Byron Mullens,62,2012,201957
265,Byron Mullens,68,2013,201957
168,Rodrigue Beaubois,72,2012,201958
88,Taj Gibson,77,2012,201959
106,Taj Gibson,76,2013,201959
60,Taj Gibson,80,2014,201959
60,Taj Gibson,80,2015,201959
131,Taj Gibson,76,2016,201959
143,Taj Gibson,76,2017,201959
167,Taj Gibson,76,2018,201959
138,Taj Gibson,77,2019,201959
143,Taj Gibson,77,2020,201959
405,DeMarre Carroll,61,2013,201960
165,DeMarre Carroll,75,2014,201960
165,DeMarre Carroll,75,2015,201960
131,DeMarre Carroll,76,2016,201960
172,DeMarre Carroll,75,2017,201960
129,DeMarre Carroll,77,2018,201960
138,DeMarre Carroll,77,2019,201960
310,DeMarre Carroll,73,2020,201960
299,Wayne Ellington,64,2012,201961
346,Wayne Ellington,64,2013,201961
286,Wayne Ellington,71,2014,201961
286,Wayne Ellington,71,2015,201961
287,Wayne Ellington,72,2016,201961
206,Wayne Ellington,74,2017,201961
167,Wayne Ellington,76,2018,201961
204,Wayne Ellington,75,2019,201961
358,Wayne Ellington,72,2020,201961
168,Toney Douglas,72,2012,201962
161,Toney Douglas,73,2013,201962
362,Christian Eyenga,57,2012,201963
405,Victor Claver,61,2013,201964
426,Victor Claver,66,2014,201964
426,Victor Claver,66,2015,201964
395,Jeff Ayres,67,2014,201965
395,Jeff Ayres,67,2015,201965
344,Dante Cunningham,59,2012,201967
346,Dante Cunningham,64,2013,201967
363,Dante Cunningham,68,2014,201967
363,Dante Cunningham,68,2015,201967
321,Dante Cunningham,71,2016,201967
314,Dante Cunningham,72,2017,201967
370,Dante Cunningham,71,2018,201967
288,Sam Young,67,2013,201970
168,DeJuan Blair,72,2012,201971
235,DeJuan Blair,69,2013,201971
286,DeJuan Blair,71,2014,201971
286,DeJuan Blair,71,2015,201971
372,Jon Brockman,53,2012,201972
269,Jonas Jerebko,66,2012,201973
309,Jonas Jerebko,66,2013,201973
286,Jonas Jerebko,71,2014,201973
286,Jonas Jerebko,71,2015,201973
250,Jonas Jerebko,73,2016,201973
206,Jonas Jerebko,74,2017,201973
221,Jonas Jerebko,75,2018,201973
233,Jodie Meeks,68,2012,201975
235,Jodie Meeks,69,2013,201975
165,Jodie Meeks,75,2014,201975
165,Jodie Meeks,75,2015,201975
203,Jodie Meeks,74,2016,201975
314,Jodie Meeks,72,2017,201975
332,Jodie Meeks,72,2018,201975
161,Patrick Beverley,73,2013,201976
83,Patrick Beverley,78,2014,201976
83,Patrick Beverley,78,2015,201976
131,Patrick Beverley,76,2016,201976
78,Patrick Beverley,79,2017,201976
108,Patrick Beverley,78,2018,201976
91,Patrick Beverley,79,2019,201976
119,Patrick Beverley,78,2020,201976
114,Marcus Thornton,75,2012,201977
124,Marcus Thornton,75,2013,201977
137,Marcus Thornton,76,2014,201977
137,Marcus Thornton,76,2015,201977
250,Marcus Thornton,73,2016,201977
198,Chase Budinger,70,2012,201978
235,Chase Budinger,69,2013,201978
310,Chase Budinger,70,2014,201978
310,Chase Budinger,70,2015,201978
327,Nick Calathes,65,2013,201979
254,Nick Calathes,72,2014,201979
254,Nick Calathes,72,2015,201979
179,Danny Green,71,2012,201980
173,Danny Green,72,2013,201980
83,Danny Green,78,2014,201980
83,Danny Green,78,2015,201980
131,Danny Green,76,2016,201980
143,Danny Green,76,2017,201980
221,Danny Green,75,2018,201980
138,Danny Green,77,2019,201980
177,Danny Green,76,2020,201980
366,AJ Price,54,2012,201985
452,AJ Price,56,2013,201985
233,Patty Mills,68,2012,201988
235,Patty Mills,69,2013,201988
112,Patty Mills,77,2014,201988
112,Patty Mills,77,2015,201988
171,Patty Mills,75,2016,201988
116,Patty Mills,77,2017,201988
167,Patty Mills,76,2018,201988
204,Patty Mills,75,2019,201988
143,Patty Mills,77,2020,201988
346,Garrett Temple,64,2013,202066
363,Garrett Temple,68,2014,202066
363,Garrett Temple,68,2015,202066
203,Garrett Temple,74,2016,202066
206,Garrett Temple,74,2017,202066
261,Garrett Temple,74,2018,202066
274,Garrett Temple,73,2019,202066
268,Garrett Temple,74,2020,202066
88,Wesley Matthews,77,2012,202083
96,Wesley Matthews,77,2013,202083
83,Wesley Matthews,78,2014,202083
83,Wesley Matthews,78,2015,202083
87,Wesley Matthews,78,2016,202083
116,Wesley Matthews,77,2017,202083
129,Wesley Matthews,77,2018,202083
165,Wesley Matthews,76,2019,202083
224,Wesley Matthews,75,2020,202083
215,Alonzo Gee,70,2013,202087
328,Alonzo Gee,69,2014,202087
328,Alonzo Gee,69,2015,202087
344,Alonzo Gee,70,2016,202087
269,Reggie Williams,66,2012,202130
346,Reggie Williams,64,2013,202130
426,Reggie Williams,66,2014,202130
426,Reggie Williams,66,2015,202130
433,Mickell Gladness,59,2013,202148
33,John Wall,83,2012,202322
25,John Wall,85,2013,202322
23,John Wall,86,2014,202322
23,John Wall,86,2015,202322
15,John Wall,88,2016,202322
12,John Wall,90,2017,202322
15,John Wall,89,2018,202322
32,John Wall,86,2019,202322
53,John Wall,83,2020,202322
114,Evan Turner,75,2012,202323
47,Evan Turner,82,2013,202323
137,Evan Turner,76,2014,202323
137,Evan Turner,76,2015,202323
